candidate_query,normalized_intent,body_area,symptom,situation,timing,closest_existing_url,closest_existing_topic,overlap_risk,unique_intent,medical_value,commercial_relevance,funnel_target_url,red_flag_sensitivity,recommended_action,priority,notes
Rücken ist steif nach dem Autofahren,rücken: ist steif nach dem autofahren,Rücken,ist steif,nach dem Autofahren,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Rücken ist steif nach dem Sitzen,rücken: ist steif nach dem sitzen,Rücken,ist steif,nach dem Sitzen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Rücken schmerzt beim Aufrichten nach dem Sitzen,rücken: schmerzt beim aufrichten nach dem sitzen,Rücken,schmerzt,beim Aufrichten nach dem Sitzen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Rücken schmerzt beim Bücken,rücken: schmerzt beim bücken,Rücken,schmerzt,beim Bücken,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Rücken schmerzt beim langen Gehen,rücken: schmerzt beim langen gehen,Rücken,schmerzt,beim langen Gehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Rücken schmerzt morgens beim Aufstehen,rücken: schmerzt morgens beim aufstehen,Rücken,schmerzt,morgens beim Aufstehen,morgens,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Rücken schmerzt nachts beim Liegen,rücken: schmerzt nachts beim liegen,Rücken,schmerzt,nachts beim Liegen,nachts,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Rücken schmerzt nur im Stehen,rücken: schmerzt nur im stehen,Rücken,schmerzt,nur im Stehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Rücken sticht beim Aufrichten nach dem Sitzen,rücken: schmerzt beim aufrichten nach dem sitzen,Rücken,sticht,beim Aufrichten nach dem Sitzen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken sticht beim Bücken,rücken: schmerzt beim bücken,Rücken,sticht,beim Bücken,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken sticht beim Husten,rücken: schmerzt beim husten,Rücken,sticht,beim Husten,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken sticht beim Niesen,rücken: schmerzt beim niesen,Rücken,sticht,beim Niesen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken sticht beim langen Gehen,rücken: schmerzt beim langen gehen,Rücken,sticht,beim langen Gehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken sticht morgens beim Aufstehen,rücken: schmerzt morgens beim aufstehen,Rücken,sticht,morgens beim Aufstehen,morgens,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken sticht nachts beim Liegen,rücken: schmerzt nachts beim liegen,Rücken,sticht,nachts beim Liegen,nachts,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken sticht nur im Stehen,rücken: schmerzt nur im stehen,Rücken,sticht,nur im Stehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken zieht beim Aufrichten nach dem Sitzen,rücken: schmerzt beim aufrichten nach dem sitzen,Rücken,zieht,beim Aufrichten nach dem Sitzen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken zieht beim Bücken,rücken: schmerzt beim bücken,Rücken,zieht,beim Bücken,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken zieht beim Husten,rücken: schmerzt beim husten,Rücken,zieht,beim Husten,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken zieht beim Niesen,rücken: schmerzt beim niesen,Rücken,zieht,beim Niesen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken zieht beim langen Gehen,rücken: schmerzt beim langen gehen,Rücken,zieht,beim langen Gehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken zieht morgens beim Aufstehen,rücken: schmerzt morgens beim aufstehen,Rücken,zieht,morgens beim Aufstehen,morgens,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken zieht nachts beim Liegen,rücken: schmerzt nachts beim liegen,Rücken,zieht,nachts beim Liegen,nachts,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Rücken zieht nur im Stehen,rücken: schmerzt nur im stehen,Rücken,zieht,nur im Stehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken ist steif morgens?,rücken: ist steif morgens,Rücken,ist steif,morgens,morgens,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum rücken ist steif nach dem Autofahren?,rücken: ist steif nach dem autofahren,Rücken,ist steif,nach dem Autofahren,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum rücken ist steif nach dem Sitzen?,rücken: ist steif nach dem sitzen,Rücken,ist steif,nach dem Sitzen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum rücken schmerzt beim Aufrichten nach dem Sitzen?,rücken: schmerzt beim aufrichten nach dem sitzen,Rücken,schmerzt,beim Aufrichten nach dem Sitzen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum rücken schmerzt beim Bücken?,rücken: schmerzt beim bücken,Rücken,schmerzt,beim Bücken,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum rücken schmerzt beim Husten?,rücken: schmerzt beim husten,Rücken,schmerzt,beim Husten,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum rücken schmerzt beim Niesen?,rücken: schmerzt beim niesen,Rücken,schmerzt,beim Niesen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum rücken schmerzt beim langen Gehen?,rücken: schmerzt beim langen gehen,Rücken,schmerzt,beim langen Gehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum rücken schmerzt morgens beim Aufstehen?,rücken: schmerzt morgens beim aufstehen,Rücken,schmerzt,morgens beim Aufstehen,morgens,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum rücken schmerzt nachts beim Liegen?,rücken: schmerzt nachts beim liegen,Rücken,schmerzt,nachts beim Liegen,nachts,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum rücken schmerzt nur im Stehen?,rücken: schmerzt nur im stehen,Rücken,schmerzt,nur im Stehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/rueckenschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum rücken sticht beim Aufrichten nach dem Sitzen?,rücken: schmerzt beim aufrichten nach dem sitzen,Rücken,sticht,beim Aufrichten nach dem Sitzen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken sticht beim Bücken?,rücken: schmerzt beim bücken,Rücken,sticht,beim Bücken,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken sticht beim Husten?,rücken: schmerzt beim husten,Rücken,sticht,beim Husten,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken sticht beim Niesen?,rücken: schmerzt beim niesen,Rücken,sticht,beim Niesen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken sticht beim langen Gehen?,rücken: schmerzt beim langen gehen,Rücken,sticht,beim langen Gehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken sticht morgens beim Aufstehen?,rücken: schmerzt morgens beim aufstehen,Rücken,sticht,morgens beim Aufstehen,morgens,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken sticht nachts beim Liegen?,rücken: schmerzt nachts beim liegen,Rücken,sticht,nachts beim Liegen,nachts,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken sticht nur im Stehen?,rücken: schmerzt nur im stehen,Rücken,sticht,nur im Stehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken zieht beim Aufrichten nach dem Sitzen?,rücken: schmerzt beim aufrichten nach dem sitzen,Rücken,zieht,beim Aufrichten nach dem Sitzen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken zieht beim Bücken?,rücken: schmerzt beim bücken,Rücken,zieht,beim Bücken,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken zieht beim Husten?,rücken: schmerzt beim husten,Rücken,zieht,beim Husten,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken zieht beim Niesen?,rücken: schmerzt beim niesen,Rücken,zieht,beim Niesen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken zieht beim langen Gehen?,rücken: schmerzt beim langen gehen,Rücken,zieht,beim langen Gehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken zieht morgens beim Aufstehen?,rücken: schmerzt morgens beim aufstehen,Rücken,zieht,morgens beim Aufstehen,morgens,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken zieht nachts beim Liegen?,rücken: schmerzt nachts beim liegen,Rücken,zieht,nachts beim Liegen,nachts,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum rücken zieht nur im Stehen?,rücken: schmerzt nur im stehen,Rücken,zieht,nur im Stehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,high,no,medium,low,/beschwerden/rueckenschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn rücken schmerzt beim Husten?,rücken: schmerzt beim husten,Rücken,schmerzt,beim Husten,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn rücken schmerzt beim Niesen?,rücken: schmerzt beim niesen,Rücken,schmerzt,beim Niesen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn rücken schmerzt beim Husten?,rücken: schmerzt beim husten,Rücken,schmerzt,beim Husten,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn rücken schmerzt beim Niesen?,rücken: schmerzt beim niesen,Rücken,schmerzt,beim Niesen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn rücken sticht beim Husten?,rücken: schmerzt beim husten,Rücken,sticht,beim Husten,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn rücken sticht beim Niesen?,rücken: schmerzt beim niesen,Rücken,sticht,beim Niesen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn rücken zieht beim Husten?,rücken: schmerzt beim husten,Rücken,zieht,beim Husten,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn rücken zieht beim Niesen?,rücken: schmerzt beim niesen,Rücken,zieht,beim Niesen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,no,medium,medium,/beschwerden/rueckenschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum gegen 3 Uhr aufwachen?,schlaf: aufwachen gegen 3 uhr,Schlaf,Aufwachen,gegen 3 Uhr,,/beschwerden/schlafprobleme/,Schlafprobleme,medium,no,medium,medium,/beschwerden/schlafprobleme/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum immer zur gleichen Uhrzeit aufwachen?,schlaf: aufwachen immer zur gleichen uhrzeit,Schlaf,Aufwachen,immer zur gleichen Uhrzeit,,/beschwerden/schlafprobleme/,Schlafprobleme,high,no,medium,low,/beschwerden/schlafprobleme/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schlafprobleme/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum nach 4 Stunden aufwachen?,schlaf: aufwachen nach 4 stunden,Schlaf,Aufwachen,nach 4 Stunden,,/beschwerden/schlafprobleme/,Schlafprobleme,high,no,medium,low,/beschwerden/schlafprobleme/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schlafprobleme/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum nachts aufwachen mit Herzklopfen?,schlaf: aufwachen mit herzklopfen,Schlaf,Aufwachen,mit Herzklopfen,,/beschwerden/schlafprobleme/,Schlafprobleme,high,no,medium,low,/beschwerden/schlafprobleme/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schlafprobleme/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum nachts aufwachen schweissgebadet?,schlaf: aufwachen schweissgebadet,Schlaf,Aufwachen,schweissgebadet,,/beschwerden/schlafprobleme/,Schlafprobleme,high,no,medium,low,/beschwerden/schlafprobleme/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schlafprobleme/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Was bedeutet es wenn gegen 3 Uhr aufwachen?,schlaf: aufwachen gegen 3 uhr,Schlaf,Aufwachen,gegen 3 Uhr,,/beschwerden/schlafprobleme/,Schlafprobleme,medium,no,medium,medium,/beschwerden/schlafprobleme/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn gegen 3 Uhr aufwachen?,schlaf: aufwachen gegen 3 uhr,Schlaf,Aufwachen,gegen 3 Uhr,,/beschwerden/schlafprobleme/,Schlafprobleme,medium,no,medium,medium,/beschwerden/schlafprobleme/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
nach 4 Stunden aufwachen,schlaf: aufwachen nach 4 stunden,Schlaf,Aufwachen,nach 4 Stunden,,/beschwerden/schlafprobleme/,Schlafprobleme,high,no,medium,low,/beschwerden/schlafprobleme/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schlafprobleme/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
nachts aufwachen mit Herzklopfen,schlaf: aufwachen mit herzklopfen,Schlaf,Aufwachen,mit Herzklopfen,,/beschwerden/schlafprobleme/,Schlafprobleme,high,no,medium,low,/beschwerden/schlafprobleme/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schlafprobleme/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
nachts aufwachen schweissgebadet,schlaf: aufwachen schweissgebadet,Schlaf,Aufwachen,schweissgebadet,,/beschwerden/schlafprobleme/,Schlafprobleme,high,no,medium,low,/beschwerden/schlafprobleme/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schlafprobleme/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum schleim sitzt im Hals morgens?,schleim: sitzt im hals morgens,Schleim,sitzt im Hals,morgens,morgens,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,no,medium,medium,/beschwerden/sodbrennen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schleim sitzt im Hals nach Milchprodukten?,schleim: sitzt im hals nach milchprodukten,Schleim,sitzt im Hals,nach Milchprodukten,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,no,medium,medium,/beschwerden/sodbrennen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schleim sitzt im Hals ständig?,schleim: sitzt im hals ständig,Schleim,sitzt im Hals,ständig,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,no,medium,medium,/beschwerden/sodbrennen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn schleim sitzt im Hals morgens?,schleim: sitzt im hals morgens,Schleim,sitzt im Hals,morgens,morgens,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,no,medium,medium,/beschwerden/sodbrennen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn schleim sitzt im Hals nach Milchprodukten?,schleim: sitzt im hals nach milchprodukten,Schleim,sitzt im Hals,nach Milchprodukten,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,no,medium,medium,/beschwerden/sodbrennen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn schleim sitzt im Hals ständig?,schleim: sitzt im hals ständig,Schleim,sitzt im Hals,ständig,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,no,medium,medium,/beschwerden/sodbrennen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
